CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD),CPU Link
SM8350,"6,134",1801,NA,NA,cpu_lookup.php?cpu=SM8350&id=4588
SM8450,"4,896",2055,NA,NA,cpu_lookup.php?cpu=SM8450&id=4991
SMDK4x12,"3,006",2615,NA,NA,cpu_lookup.php?cpu=SMDK4x12&id=4439
Snapdragon 435,"1,069",3890,NA,NA,cpu_lookup.php?cpu=Snapdragon+435&id=4026
Snapdragon 662,"2,431",2900,NA,NA,cpu_lookup.php?cpu=Snapdragon+662&id=4460
Snapdragon 7325,"5,561",1920,NA,NA,cpu_lookup.php?cpu=Snapdragon+7325&id=4529
Snapdragon 7c @ 1.96 GHz,"3,712",2338,NA,NA,cpu_lookup.php?cpu=Snapdragon+7c+%40+1.96+GHz&id=4918
Snapdragon 7c @ 2.40 GHz,"3,423",2429,NA,NA,cpu_lookup.php?cpu=Snapdragon+7c+%40+2.40+GHz&id=4194
Snapdragon 7c Gen 2 @ 2.55 GHz,"3,853",2297,NA,NA,cpu_lookup.php?cpu=Snapdragon+7c+Gen+2+%40+2.55+GHz&id=4394
Snapdragon 7cPlus Gen 3 @ 2.40 GHz,"6,044",1824,NA,NA,cpu_lookup.php?cpu=Snapdragon+7cPlus+Gen+3+%40+2.40+GHz&id=5905
Snapdragon 8 Gen2 Mobile Platform for Galaxy,"9,362",1358,NA,NA,cpu_lookup.php?cpu=Snapdragon+8+Gen2+Mobile+Platform+for+Galaxy&id=5229
Snapdragon 835,"2,450",2888,NA,NA,cpu_lookup.php?cpu=Snapdragon+835&id=4172
Snapdragon 835 @ 2.45 GHz,"3,524",2393,NA,NA,cpu_lookup.php?cpu=Snapdragon+835+%40+2.45+GHz&id=6123
Snapdragon 8350,"4,613",2108,NA,NA,cpu_lookup.php?cpu=Snapdragon+8350&id=3930
Snapdragon 845 @ 2.8 GHz,"3,446",2418,NA,NA,cpu_lookup.php?cpu=Snapdragon+845+%40+2.8+GHz&id=4423
Snapdragon 850 @ 2.40 GHz,"2,946",2645,NA,NA,cpu_lookup.php?cpu=Snapdragon+850+%40+2.40+GHz&id=5139
Snapdragon 850 @ 2.96 GHz,"3,326",2475,NA,NA,cpu_lookup.php?cpu=Snapdragon+850+%40+2.96+GHz&id=4209
Snapdragon 855 @ 2.84 GHz,"5,070",2030,NA,NA,cpu_lookup.php?cpu=Snapdragon+855+%40+2.84+GHz&id=4986
Snapdragon 860 @ 2.96 GHz,"4,804",2071,NA,NA,cpu_lookup.php?cpu=Snapdragon+860+%40+2.96+GHz&id=5660
Snapdragon 8c @ 2.46 GHz,"5,230",1996,NA,NA,cpu_lookup.php?cpu=Snapdragon+8c+%40+2.46+GHz&id=4910
Snapdragon 8cx @ 2.84 GHz,"5,088",2024,NA,NA,cpu_lookup.php?cpu=Snapdragon+8cx+%40+2.84+GHz&id=4112
Snapdragon 8cx Gen 2 @ 3.0 GHz,"6,796",1674,NA,NA,cpu_lookup.php?cpu=Snapdragon+8cx+Gen+2+%40+3.0+GHz&id=4926
Snapdragon 8cx Gen 2 @ 3.15 GHz,"6,692",1694,NA,NA,cpu_lookup.php?cpu=Snapdragon+8cx+Gen+2+%40+3.15+GHz&id=4195
Snapdragon 8cx Gen 3 @ 2.69 GHz,"10,110",1295,NA,NA,cpu_lookup.php?cpu=Snapdragon+8cx+Gen+3+%40+2.69+GHz&id=6082
Snapdragon 8cx Gen 3 @ 3.0,"1,811",3293,NA,NA,cpu_lookup.php?cpu=Snapdragon+8cx+Gen+3+%40+3.0&id=5432
Snapdragon 8cx Gen 3 @ 3.0 GHz,"11,814",1186,NA,NA,cpu_lookup.php?cpu=Snapdragon+8cx+Gen+3+%40+3.0+GHz&id=4774
Sony Mobile fusion3,428,4600,NA,NA,cpu_lookup.php?cpu=Sony+Mobile+fusion3&id=4109
Spreadtrum SC7731e,329,4734,NA,NA,cpu_lookup.php?cpu=Spreadtrum+SC7731e&id=4087
Spreadtrum SC9832E,520,4513,NA,NA,cpu_lookup.php?cpu=Spreadtrum+SC9832E&id=5367
Spreadtrum SC9853I-IA,748,4239,NA,NA,cpu_lookup.php?cpu=Spreadtrum+SC9853I-IA&id=4179
Spreadtrum SC9863A,"1,434",3555,NA,NA,cpu_lookup.php?cpu=Spreadtrum+SC9863A&id=5391
Spreadtrum SC9863A Board,"1,671",3384,NA,NA,cpu_lookup.php?cpu=Spreadtrum+SC9863A+Board&id=4871
Spreadtrum T310,"1,584",3446,NA,NA,cpu_lookup.php?cpu=Spreadtrum+T310&id=5408
Spreadtrum T603,"1,765",3331,NA,NA,cpu_lookup.php?cpu=Spreadtrum+T603&id=5878
Spreadtrum T606,"2,766",2719,NA,NA,cpu_lookup.php?cpu=Spreadtrum+T606&id=5388
Spreadtrum T610,"2,747",2725,NA,NA,cpu_lookup.php?cpu=Spreadtrum+T610&id=5820
Spreadtrum T612,"3,002",2617,NA,NA,cpu_lookup.php?cpu=Spreadtrum+T612&id=5497
Spreadtrum T615,"3,000",2618,NA,NA,cpu_lookup.php?cpu=Spreadtrum+T615&id=6381
Spreadtrum T616,"2,952",2641,NA,NA,cpu_lookup.php?cpu=Spreadtrum+T616&id=5396
Spreadtrum T618,"2,930",2654,NA,NA,cpu_lookup.php?cpu=Spreadtrum+T618&id=5444
Spreadtrum T620,"2,834",2694,NA,NA,cpu_lookup.php?cpu=Spreadtrum+T620&id=6331
Spreadtrum T760,"5,076",2029,NA,NA,cpu_lookup.php?cpu=Spreadtrum+T760&id=5990
Spreadtrum T765,"4,695",2089,NA,NA,cpu_lookup.php?cpu=Spreadtrum+T765&id=6359
Spreadtrum T820,"5,482",1944,NA,NA,cpu_lookup.php?cpu=Spreadtrum+T820&id=6002
Spreadtrum UIS7885(prototype),"5,633",1898,NA,NA,cpu_lookup.php?cpu=Spreadtrum+UIS7885%28prototype%29&id=6202
"Star based on Qualcomm Technologies, Inc SM8350","5,241",1990,NA,NA,cpu_lookup.php?cpu=Star+based+on+Qualcomm+Technologies%2C+Inc+SM8350&id=4299
sun50iw1p1,559,4468,NA,NA,cpu_lookup.php?cpu=sun50iw1p1&id=5973
sun50iw6,498,4534,NA,NA,cpu_lookup.php?cpu=sun50iw6&id=5311
sun8iw11p1,335,4719,NA,NA,cpu_lookup.php?cpu=sun8iw11p1&id=5936
sun8iw7,237,4868,NA,NA,cpu_lookup.php?cpu=sun8iw7&id=6538
Synaptics VS640,862,4104,NA,NA,cpu_lookup.php?cpu=Synaptics+VS640&id=5392
T606,"2,824",2699,NA,NA,cpu_lookup.php?cpu=T606&id=5327
T610-Unisoc,"2,565",2827,NA,NA,cpu_lookup.php?cpu=T610-Unisoc&id=4511
T610S-Unisoc,"2,781",2710,NA,NA,cpu_lookup.php?cpu=T610S-Unisoc&id=5171
T618,"2,772",2717,NA,NA,cpu_lookup.php?cpu=T618&id=4691
T700-Unisoc,"2,421",2909,NA,NA,cpu_lookup.php?cpu=T700-Unisoc&id=4583
"taoyao based Qualcomm Technologies, Inc. Yupik IDP","6,359",1755,NA,NA,cpu_lookup.php?cpu=taoyao+based+Qualcomm+Technologies%2C+Inc.+Yupik+IDP&id=4987
Thor,839,4133,NA,NA,cpu_lookup.php?cpu=Thor&id=5555
tn8,"1,027",3931,NA,NA,cpu_lookup.php?cpu=tn8&id=4256
UGOOS UT8 Board,"1,152",3804,NA,NA,cpu_lookup.php?cpu=UGOOS+UT8+Board&id=4689
UIS7862A,"2,638",2782,NA,NA,cpu_lookup.php?cpu=UIS7862A&id=4837
Unisoc SC7731e,337,4715,NA,NA,cpu_lookup.php?cpu=Unisoc+SC7731e&id=4320
Unisoc SC9832e,500,4531,NA,NA,cpu_lookup.php?cpu=Unisoc+SC9832e&id=4196
Unisoc SC9863a,"1,434",3554,NA,NA,cpu_lookup.php?cpu=Unisoc+SC9863a&id=3981
Unisoc SC9863A1,"1,399",3585,NA,NA,cpu_lookup.php?cpu=Unisoc+SC9863A1&id=5135
Unisoc T310,"1,421",3572,NA,NA,cpu_lookup.php?cpu=Unisoc+T310&id=4758
Unisoc T606,"2,645",2779,NA,NA,cpu_lookup.php?cpu=Unisoc+T606&id=4974
Unisoc T610,"2,812",2703,NA,NA,cpu_lookup.php?cpu=Unisoc+T610&id=4604
Unisoc T612,"2,632",2788,NA,NA,cpu_lookup.php?cpu=Unisoc+T612&id=5054
Unisoc T616,"3,152",2553,NA,NA,cpu_lookup.php?cpu=Unisoc+T616&id=5211
Unisoc T618,"2,575",2819,NA,NA,cpu_lookup.php?cpu=Unisoc+T618&id=4033
