CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD),CPU Link
Intel Core i7-4860EQ @ 1.80GHz,"5,500",1942,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-4860EQ+%40+1.80GHz&id=2661
Intel Core i7-4860HQ @ 2.40GHz,"6,242",1781,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-4860HQ+%40+2.40GHz&id=2319
Intel Core i7-4870HQ @ 2.50GHz,"6,304",1770,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-4870HQ+%40+2.50GHz&id=2314
Intel Core i7-4900MQ @ 2.80GHz,"6,144",1795,30.72,$200.00*,cpu_lookup.php?cpu=Intel+Core+i7-4900MQ+%40+2.80GHz&id=1938
Intel Core i7-4910MQ @ 2.90GHz,"6,248",1780,13.58,$459.95*,cpu_lookup.php?cpu=Intel+Core+i7-4910MQ+%40+2.90GHz&id=2220
Intel Core i7-4930K @ 3.40GHz,"9,387",1354,95.78,$98.00*,cpu_lookup.php?cpu=Intel+Core+i7-4930K+%40+3.40GHz&id=2023
Intel Core i7-4930MX @ 3.00GHz,"6,419",1742,5.86,"$1,096.00*",cpu_lookup.php?cpu=Intel+Core+i7-4930MX+%40+3.00GHz&id=1985
Intel Core i7-4940MX @ 3.10GHz,"6,844",1668,9.78,$699.95*,cpu_lookup.php?cpu=Intel+Core+i7-4940MX+%40+3.10GHz&id=2186
Intel Core i7-4960HQ @ 2.60GHz,"6,366",1752,10.22,$623.00*,cpu_lookup.php?cpu=Intel+Core+i7-4960HQ+%40+2.60GHz&id=2087
Intel Core i7-4960X @ 3.60GHz,"9,996",1303,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-4960X+%40+3.60GHz&id=2026
Intel Core i7-4980HQ @ 2.80GHz,"6,510",1726,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-4980HQ+%40+2.80GHz&id=2327
Intel Core i7-5500U @ 2.40GHz,"2,794",2706,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-5500U+%40+2.40GHz&id=2470
Intel Core i7-5550U @ 2.00GHz,"2,864",2682,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-5550U+%40+2.00GHz&id=2749
Intel Core i7-5557U @ 3.10GHz,"3,155",2550,5.21,$605.99*,cpu_lookup.php?cpu=Intel+Core+i7-5557U+%40+3.10GHz&id=2502
Intel Core i7-5600U @ 2.60GHz,"3,019",2607,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-5600U+%40+2.60GHz&id=2456
Intel Core i7-5650U @ 2.20GHz,"2,997",2619,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-5650U+%40+2.20GHz&id=2503
Intel Core i7-5675C @ 3.10GHz,"6,089",1809,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-5675C+%40+3.10GHz&id=2635
Intel Core i7-5700EQ @ 2.60GHz,"5,803",1859,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-5700EQ+%40+2.60GHz&id=2573
Intel Core i7-5700HQ @ 2.70GHz,"6,011",1828,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-5700HQ+%40+2.70GHz&id=2533
Intel Core i7-5775C @ 3.30GHz,"7,750",1525,44.32,$174.85*,cpu_lookup.php?cpu=Intel+Core+i7-5775C+%40+3.30GHz&id=2539
Intel Core i7-5775R @ 3.30GHz,"7,561",1548,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-5775R+%40+3.30GHz&id=2767
Intel Core i7-5820K @ 3.30GHz,"9,828",1322,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-5820K+%40+3.30GHz&id=2340
Intel Core i7-5850EQ @ 2.70GHz,"7,036",1634,16.17,$435.00*,cpu_lookup.php?cpu=Intel+Core+i7-5850EQ+%40+2.70GHz&id=3357
Intel Core i7-5850HQ @ 2.70GHz,"6,866",1664,15.82,$434.00*,cpu_lookup.php?cpu=Intel+Core+i7-5850HQ+%40+2.70GHz&id=2681
Intel Core i7-5930K @ 3.50GHz,"10,354",1277,46.56,$222.37*,cpu_lookup.php?cpu=Intel+Core+i7-5930K+%40+3.50GHz&id=2336
Intel Core i7-5950HQ @ 2.90GHz,"7,775",1520,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-5950HQ+%40+2.90GHz&id=2543
Intel Core i7-5960X @ 3.00GHz,"13,535",1080,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-5960X+%40+3.00GHz&id=2332
Intel Core i7-610E @ 2.53GHz,"2,071",3119,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-610E+%40+2.53GHz&id=845
Intel Core i7-620LM @ 2.00GHz,"1,406",3580,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-620LM+%40+2.00GHz&id=847
Intel Core i7-620M @ 2.67GHz,"1,974",3179,11.28,$174.95*,cpu_lookup.php?cpu=Intel+Core+i7-620M+%40+2.67GHz&id=849
Intel Core i7-620UM @ 1.07GHz,"1,091",3858,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-620UM+%40+1.07GHz&id=857
Intel Core i7-640LM @ 2.13GHz,"1,522",3504,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-640LM+%40+2.13GHz&id=848
Intel Core i7-640M @ 2.80GHz,"2,083",3111,14.68,$141.85*,cpu_lookup.php?cpu=Intel+Core+i7-640M+%40+2.80GHz&id=850
Intel Core i7-640UM @ 1.20GHz,"1,183",3766,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-640UM+%40+1.20GHz&id=858
Intel Core i7-6498DU @ 2.50GHz,"3,351",2466,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-6498DU+%40+2.50GHz&id=2887
Intel Core i7-6500U @ 2.50GHz,"3,281",2497,8.35,$393.00*,cpu_lookup.php?cpu=Intel+Core+i7-6500U+%40+2.50GHz&id=2607
Intel Core i7-6560U @ 2.20GHz,"3,364",2462,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-6560U+%40+2.20GHz&id=2710
Intel Core i7-6567U @ 3.30GHz,"3,692",2347,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-6567U+%40+3.30GHz&id=2713
Intel Core i7-6600U @ 2.60GHz,"3,421",2430,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-6600U+%40+2.60GHz&id=2608
Intel Core i7-660UM @ 1.33GHz,"1,284",3666,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-660UM+%40+1.33GHz&id=859
Intel Core i7-6650U @ 2.20GHz,"3,545",2387,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-6650U+%40+2.20GHz&id=2654
Intel Core i7-6660U @ 2.40GHz,"3,628",2368,8.74,$415.00*,cpu_lookup.php?cpu=Intel+Core+i7-6660U+%40+2.40GHz&id=3303
Intel Core i7-6700 @ 3.40GHz,"8,061",1484,20.67,$389.95*,cpu_lookup.php?cpu=Intel+Core+i7-6700+%40+3.40GHz&id=2598
Intel Core i7-6700HQ @ 2.60GHz,"6,525",1721,17.26,$378.00*,cpu_lookup.php?cpu=Intel+Core+i7-6700HQ+%40+2.60GHz&id=2586
Intel Core i7-6700K @ 4.00GHz,"8,943",1399,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-6700K+%40+4.00GHz&id=2565
Intel Core i7-6700T @ 2.80GHz,"7,102",1620,74.75,$95.00,cpu_lookup.php?cpu=Intel+Core+i7-6700T+%40+2.80GHz&id=2614
Intel Core i7-6700TE @ 2.40GHz,"6,153",1793,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-6700TE+%40+2.40GHz&id=2815
Intel Core i7-6770HQ @ 2.60GHz,"7,125",1617,11.51,$619.00*,cpu_lookup.php?cpu=Intel+Core+i7-6770HQ+%40+2.60GHz&id=2759
Intel Core i7-6800K @ 3.40GHz,"10,734",1254,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-6800K+%40+3.40GHz&id=2785
Intel Core i7-680UM @ 1.47GHz,"1,196",3756,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-680UM+%40+1.47GHz&id=860
Intel Core i7-6820EQ @ 2.80GHz,"7,025",1635,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-6820EQ+%40+2.80GHz&id=2819
Intel Core i7-6820HK @ 2.70GHz,"6,987",1644,18.48,$378.00*,cpu_lookup.php?cpu=Intel+Core+i7-6820HK+%40+2.70GHz&id=2616
Intel Core i7-6820HQ @ 2.70GHz,"6,782",1675,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-6820HQ+%40+2.70GHz&id=2659
Intel Core i7-6822EQ @ 2.00GHz,"5,550",1925,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-6822EQ+%40+2.00GHz&id=2709
Intel Core i7-6850K @ 3.60GHz,"11,427",1211,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-6850K+%40+3.60GHz&id=2800
Intel Core i7-6900K @ 3.20GHz,"14,398",1029,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-6900K+%40+3.20GHz&id=2794
Intel Core i7-6920HQ @ 2.90GHz,"7,305",1587,12.86,$568.00*,cpu_lookup.php?cpu=Intel+Core+i7-6920HQ+%40+2.90GHz&id=2699
Intel Core i7-6950X @ 3.00GHz,"17,598",862,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-6950X+%40+3.00GHz&id=2792
Intel Core i7-6970HQ @ 2.80GHz,"4,632",2102,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-6970HQ+%40+2.80GHz&id=5678
Intel Core i7-720QM @ 1.60GHz,"1,660",3394,5.54,$299.95*,cpu_lookup.php?cpu=Intel+Core+i7-720QM+%40+1.60GHz&id=851
Intel Core i7-740QM @ 1.73GHz,"1,840",3274,9.68,$189.95*,cpu_lookup.php?cpu=Intel+Core+i7-740QM+%40+1.73GHz&id=852
Intel Core i7-7500U @ 2.70GHz,"3,636",2364,6.75,$539.00*,cpu_lookup.php?cpu=Intel+Core+i7-7500U+%40+2.70GHz&id=2863
Intel Core i7-7560U @ 2.40GHz,"3,797",2308,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-7560U+%40+2.40GHz&id=2974
Intel Core i7-7567U @ 3.50GHz,"4,071",2238,5.55,$733.99*,cpu_lookup.php?cpu=Intel+Core+i7-7567U+%40+3.50GHz&id=2990
Intel Core i7-7600U @ 2.80GHz,"3,693",2346,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-7600U+%40+2.80GHz&id=2936
Intel Core i7-7660U @ 2.50GHz,"4,063",2240,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-7660U+%40+2.50GHz&id=3016
Intel Core i7-7700 @ 3.60GHz,"8,644",1420,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-7700+%40+3.60GHz&id=2905
Intel Core i7-7700HQ @ 2.80GHz,"6,892",1657,18.23,$378.00*,cpu_lookup.php?cpu=Intel+Core+i7-7700HQ+%40+2.80GHz&id=2906
Intel Core i7-7700K @ 4.20GHz,"9,630",1335,52.06,$185.00,cpu_lookup.php?cpu=Intel+Core+i7-7700K+%40+4.20GHz&id=2874
Intel Core i7-7700T @ 2.90GHz,"7,575",1546,54.50,$139.00,cpu_lookup.php?cpu=Intel+Core+i7-7700T+%40+2.90GHz&id=2951
Intel Core i7-7740X @ 4.30GHz,"9,630",1336,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-7740X+%40+4.30GHz&id=3041
Intel Core i7-7800X @ 3.50GHz,"12,907",1126,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-7800X+%40+3.50GHz&id=3037
Intel Core i7-7820EQ @ 3.00GHz,"7,542",1551,19.95,$378.00*,cpu_lookup.php?cpu=Intel+Core+i7-7820EQ+%40+3.00GHz&id=3470
Intel Core i7-7820HK @ 2.90GHz,"7,403",1572,19.59,$378.00*,cpu_lookup.php?cpu=Intel+Core+i7-7820HK+%40+2.90GHz&id=2938
Intel Core i7-7820HQ @ 2.90GHz,"7,164",1611,18.95,$378.00*,cpu_lookup.php?cpu=Intel+Core+i7-7820HQ+%40+2.90GHz&id=2952
Intel Core i7-7820X @ 3.60GHz,"17,171",889,45.31,$379.00,cpu_lookup.php?cpu=Intel+Core+i7-7820X+%40+3.60GHz&id=3038
Intel Core i7-7900X @ 3.30GHz,"21,008",686,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-7900X+%40+3.30GHz&id=3056
Intel Core i7-7920HQ @ 3.10GHz,"7,283",1592,12.82,$568.00*,cpu_lookup.php?cpu=Intel+Core+i7-7920HQ+%40+3.10GHz&id=3007
Intel Core i7-7Y75 @ 1.30GHz,"2,575",2820,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-7Y75+%40+1.30GHz&id=2880
Intel Core i7-8086K @ 4.00GHz,"14,106",1052,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-8086K+%40+4.00GHz&id=3279
Intel Core i7-820QM @ 1.73GHz,"1,810",3295,14.03,$129.00*,cpu_lookup.php?cpu=Intel+Core+i7-820QM+%40+1.73GHz&id=853
Intel Core i7-840QM @ 1.87GHz,"1,952",3193,22.97,$85.00*,cpu_lookup.php?cpu=Intel+Core+i7-840QM+%40+1.87GHz&id=854
Intel Core i7-8500Y @ 1.50GHz,"2,478",2870,6.31,$393.00*,cpu_lookup.php?cpu=Intel+Core+i7-8500Y+%40+1.50GHz&id=3338
Intel Core i7-8550U @ 1.80GHz,"5,851",1853,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-8550U+%40+1.80GHz&id=3064
Intel Core i7-8557U @ 1.70GHz,"7,428",1570,17.23,$431.00*,cpu_lookup.php?cpu=Intel+Core+i7-8557U+%40+1.70GHz&id=3641
Intel Core i7-8559U @ 2.70GHz,"8,304",1451,13.46,$617.00*,cpu_lookup.php?cpu=Intel+Core+i7-8559U+%40+2.70GHz&id=3302
Intel Core i7-8565U @ 1.80GHz,"6,014",1827,9.78,$615.00*,cpu_lookup.php?cpu=Intel+Core+i7-8565U+%40+1.80GHz&id=3308
Intel Core i7-8565UC @ 1.80GHz,"6,187",1792,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-8565UC+%40+1.80GHz&id=3705
Intel Core i7-8569U @ 2.80GHz,"8,201",1469,19.03,$431.00*,cpu_lookup.php?cpu=Intel+Core+i7-8569U+%40+2.80GHz&id=3672
Intel Core i7-860 @ 2.80GHz,"3,021",2606,27.48,$109.95*,cpu_lookup.php?cpu=Intel+Core+i7-860+%40+2.80GHz&id=6
Intel Core i7-860S @ 2.53GHz,"2,324",2965,23.24,$100.00*,cpu_lookup.php?cpu=Intel+Core+i7-860S+%40+2.53GHz&id=855
Intel Core i7-8650U @ 1.90GHz,"6,205",1784,5.92,"$1,049.00*",cpu_lookup.php?cpu=Intel+Core+i7-8650U+%40+1.90GHz&id=3070
Intel Core i7-8665U @ 1.90GHz,"6,236",1783,8.85,$704.49*,cpu_lookup.php?cpu=Intel+Core+i7-8665U+%40+1.90GHz&id=3434
Intel Core i7-8665UE @ 1.70GHz,"5,013",2038,12.26,$409.00*,cpu_lookup.php?cpu=Intel+Core+i7-8665UE+%40+1.70GHz&id=3611
Intel Core i7-870 @ 2.93GHz,"3,158",2549,16.63,$189.95*,cpu_lookup.php?cpu=Intel+Core+i7-870+%40+2.93GHz&id=832
Intel Core i7-8700 @ 3.20GHz,"12,788",1133,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-8700+%40+3.20GHz&id=3099
Intel Core i7-8700B @ 3.20GHz,"11,825",1185,39.03,$303.00*,cpu_lookup.php?cpu=Intel+Core+i7-8700B+%40+3.20GHz&id=3388
Intel Core i7-8700K @ 3.70GHz,"13,586",1075,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-8700K+%40+3.70GHz&id=3098
Intel Core i7-8700T @ 2.40GHz,"10,163",1294,34.00,$298.95*,cpu_lookup.php?cpu=Intel+Core+i7-8700T+%40+2.40GHz&id=3213
Intel Core i7-8705G @ 3.10GHz,"7,649",1535,4.98,"$1,535.11*",cpu_lookup.php?cpu=Intel+Core+i7-8705G+%40+3.10GHz&id=3201
Intel Core i7-8706G @ 3.10GHz,"7,580",1545,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-8706G+%40+3.10GHz&id=3288
Intel Core i7-8709G @ 3.10GHz,"7,934",1504,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-8709G+%40+3.10GHz&id=3355
Intel Core i7-870S @ 2.67GHz,"2,765",2720,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-870S+%40+2.67GHz&id=856
Intel Core i7-8750H @ 2.20GHz,"9,842",1318,24.92,$395.00*,cpu_lookup.php?cpu=Intel+Core+i7-8750H+%40+2.20GHz&id=3237
Intel Core i7-875K @ 2.93GHz,"3,124",2562,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-875K+%40+2.93GHz&id=846
Intel Core i7-880 @ 3.07GHz,"3,413",2433,48.77,$69.99*,cpu_lookup.php?cpu=Intel+Core+i7-880+%40+3.07GHz&id=833
Intel Core i7-8809G @ 3.10GHz,"8,527",1433,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-8809G+%40+3.10GHz&id=3209
Intel Core i7-8850H @ 2.60GHz,"10,171",1289,25.75,$395.00*,cpu_lookup.php?cpu=Intel+Core+i7-8850H+%40+2.60GHz&id=3247
Intel Core i7-920 @ 2.67GHz,"2,845",2687,37.94,$75.00*,cpu_lookup.php?cpu=Intel+Core+i7-920+%40+2.67GHz&id=834
Intel Core i7-920XM @ 2.00GHz,"1,964",3186,4.92,$398.95*,cpu_lookup.php?cpu=Intel+Core+i7-920XM+%40+2.00GHz&id=864
Intel Core i7-930 @ 2.80GHz,"2,981",2627,20.04,$148.73,cpu_lookup.php?cpu=Intel+Core+i7-930+%40+2.80GHz&id=835
Intel Core i7-940 @ 2.93GHz,"2,947",2643,8.47,$348.00*,cpu_lookup.php?cpu=Intel+Core+i7-940+%40+2.93GHz&id=836
Intel Core i7-940XM @ 2.13GHz,"2,315",2971,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-940XM+%40+2.13GHz&id=865
Intel Core i7-950 @ 3.07GHz,"3,234",2519,38.43,$84.15,cpu_lookup.php?cpu=Intel+Core+i7-950+%40+3.07GHz&id=837
Intel Core i7-960 @ 3.20GHz,"3,366",2458,17.71,$190.00*,cpu_lookup.php?cpu=Intel+Core+i7-960+%40+3.20GHz&id=838
Intel Core i7-965 @ 3.20GHz,"3,424",2428,22.83,$149.95*,cpu_lookup.php?cpu=Intel+Core+i7-965+%40+3.20GHz&id=839
Intel Core i7-970 @ 3.20GHz,"6,538",1719,12.50,$523.26,cpu_lookup.php?cpu=Intel+Core+i7-970+%40+3.20GHz&id=840
Intel Core i7-9700 @ 3.00GHz,"13,247",1100,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-9700+%40+3.00GHz&id=3477
Intel Core i7-9700E @ 2.60GHz,"12,623",1141,39.08,$323.00*,cpu_lookup.php?cpu=Intel+Core+i7-9700E+%40+2.60GHz&id=3875
Intel Core i7-9700F @ 3.00GHz,"13,207",1104,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-9700F+%40+3.00GHz&id=3465
Intel Core i7-9700K @ 3.60GHz,"14,426",1024,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-9700K+%40+3.60GHz&id=3335
Intel Core i7-9700KF @ 3.60GHz,"14,231",1047,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-9700KF+%40+3.60GHz&id=3428
Intel Core i7-9700T @ 2.00GHz,"10,725",1255,33.20,$323.00*,cpu_lookup.php?cpu=Intel+Core+i7-9700T+%40+2.00GHz&id=3506
Intel Core i7-9700TE @ 1.80GHz,"10,203",1286,31.59,$323.00*,cpu_lookup.php?cpu=Intel+Core+i7-9700TE+%40+1.80GHz&id=3619
Intel Core i7-975 @ 3.33GHz,"3,510",2399,7.66,$458.10*,cpu_lookup.php?cpu=Intel+Core+i7-975+%40+3.33GHz&id=841
Intel Core i7-9750H @ 2.60GHz,"10,724",1256,11.17,$960.00*,cpu_lookup.php?cpu=Intel+Core+i7-9750H+%40+2.60GHz&id=3425
Intel Core i7-9750HF @ 2.60GHz,"10,520",1265,26.63,$395.00*,cpu_lookup.php?cpu=Intel+Core+i7-9750HF+%40+2.60GHz&id=3653
Intel Core i7-980 @ 3.33GHz,"6,867",1663,19.62,$349.95*,cpu_lookup.php?cpu=Intel+Core+i7-980+%40+3.33GHz&id=842
Intel Core i7-9800X @ 3.80GHz,"18,016",848,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-9800X+%40+3.80GHz&id=3374
Intel Core i7-980X @ 3.33GHz,"6,835",1669,136.72,$49.99*,cpu_lookup.php?cpu=Intel+Core+i7-980X+%40+3.33GHz&id=866
Intel Core i7-985 @ 3.47GHz,"3,928",2271,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-985+%40+3.47GHz&id=2425
Intel Core i7-9850H @ 2.60GHz,"10,985",1238,8.41,"$1,305.76*",cpu_lookup.php?cpu=Intel+Core+i7-9850H+%40+2.60GHz&id=3478
Intel Core i7-9850HE @ 2.70GHz,"10,163",1293,25.73,$395.00*,cpu_lookup.php?cpu=Intel+Core+i7-9850HE+%40+2.70GHz&id=6148
Intel Core i7-9850HL @ 1.90GHz,"7,897",1508,19.99,$395.00*,cpu_lookup.php?cpu=Intel+Core+i7-9850HL+%40+1.90GHz&id=3621
Intel Core i7-990X @ 3.47GHz,"7,119",1618,39.99,$178.02,cpu_lookup.php?cpu=Intel+Core+i7-990X+%40+3.47GHz&id=867
Intel Core i7-995X @ 3.60GHz,"7,862",1511,NA,NA,cpu_lookup.php?cpu=Intel+Core+i7-995X+%40+3.60GHz&id=1664
Intel Core i9-10850K @ 3.60GHz,"22,119",635,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-10850K+%40+3.60GHz&id=3824
Intel Core i9-10880H @ 2.30GHz,"14,250",1045,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-10880H+%40+2.30GHz&id=3783
Intel Core i9-10885H @ 2.40GHz,"14,709",1005,26.45,$556.00*,cpu_lookup.php?cpu=Intel+Core+i9-10885H+%40+2.40GHz&id=3782
Intel Core i9-10900 @ 2.80GHz,"19,498",767,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-10900+%40+2.80GHz&id=3745
Intel Core i9-10900E @ 2.80GHz,"19,469",768,43.85,$444.00*,cpu_lookup.php?cpu=Intel+Core+i9-10900E+%40+2.80GHz&id=4621
Intel Core i9-10900F @ 2.80GHz,"19,795",754,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-10900F+%40+2.80GHz&id=3798
Intel Core i9-10900K @ 3.70GHz,"22,571",610,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-10900K+%40+3.70GHz&id=3730
Intel Core i9-10900KF @ 3.70GHz,"22,384",623,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-10900KF+%40+3.70GHz&id=3754
Intel Core i9-10900T @ 1.90GHz,"14,743",999,42.12,$349.99*,cpu_lookup.php?cpu=Intel+Core+i9-10900T+%40+1.90GHz&id=3751
Intel Core i9-10900TE @ 1.80GHz,"14,616",1011,32.92,$444.00*,cpu_lookup.php?cpu=Intel+Core+i9-10900TE+%40+1.80GHz&id=4213
Intel Core i9-10900X @ 3.70GHz,"22,439",620,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-10900X+%40+3.70GHz&id=3633
Intel Core i9-10910 @ 3.60GHz,"21,449",668,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-10910+%40+3.60GHz&id=3832
Intel Core i9-10920X @ 3.50GHz,"26,089",487,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-10920X+%40+3.50GHz&id=3632
Intel Core i9-10940X @ 3.30GHz,"27,835",442,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-10940X+%40+3.30GHz&id=3639
Intel Core i9-10980HK @ 2.40GHz,"15,293",975,26.23,$583.00*,cpu_lookup.php?cpu=Intel+Core+i9-10980HK+%40+2.40GHz&id=3700
Intel Core i9-10980XE @ 3.00GHz,"32,433",339,37.93,$855.00,cpu_lookup.php?cpu=Intel+Core+i9-10980XE+%40+3.00GHz&id=3630
Intel Core i9-11900 @ 2.50GHz,"22,458",617,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-11900+%40+2.50GHz&id=4245
Intel Core i9-11900F @ 2.50GHz,"22,233",628,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-11900F+%40+2.50GHz&id=4267
Intel Core i9-11900H @ 2.50GHz,"20,310",730,37.20,$546.00*,cpu_lookup.php?cpu=Intel+Core+i9-11900H+%40+2.50GHz&id=4436
Intel Core i9-11900K @ 3.50GHz,"25,063",519,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-11900K+%40+3.50GHz&id=3904
Intel Core i9-11900KB @ 3.30GHz,"22,791",604,42.28,$539.00*,cpu_lookup.php?cpu=Intel+Core+i9-11900KB+%40+3.30GHz&id=4444
Intel Core i9-11900KF @ 3.50GHz,"24,793",529,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-11900KF+%40+3.50GHz&id=4240
Intel Core i9-11900T @ 1.50GHz,"18,757",804,42.73,$439.00*,cpu_lookup.php?cpu=Intel+Core+i9-11900T+%40+1.50GHz&id=4360
Intel Core i9-11950H @ 2.60GHz,"21,026",685,37.82,$556.00*,cpu_lookup.php?cpu=Intel+Core+i9-11950H+%40+2.60GHz&id=4400
Intel Core i9-11980HK @ 2.60GHz,"22,500",615,38.59,$583.00*,cpu_lookup.php?cpu=Intel+Core+i9-11980HK+%40+2.60GHz&id=4355
Intel Core i9-12900,"33,868",314,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-12900&id=4729
Intel Core i9-12900E,"27,774",444,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-12900E&id=5053
Intel Core i9-12900F,"36,128",284,100.39,$359.89,cpu_lookup.php?cpu=Intel+Core+i9-12900F&id=4694
Intel Core i9-12900H,"27,489",450,44.55,$617.00*,cpu_lookup.php?cpu=Intel+Core+i9-12900H&id=4728
Intel Core i9-12900HK,"26,214",486,41.28,$635.00*,cpu_lookup.php?cpu=Intel+Core+i9-12900HK&id=4702
Intel Core i9-12900HX,"33,405",322,55.12,$606.00*,cpu_lookup.php?cpu=Intel+Core+i9-12900HX&id=4895
Intel Core i9-12900K,"41,322",243,130.82,$315.88,cpu_lookup.php?cpu=Intel+Core+i9-12900K&id=4597
Intel Core i9-12900KF,"41,060",246,147.17,$279.00,cpu_lookup.php?cpu=Intel+Core+i9-12900KF&id=4611
Intel Core i9-12900KS,"43,898",219,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-12900KS&id=4813
Intel Core i9-12900T,"29,561",393,60.45,$489.00*,cpu_lookup.php?cpu=Intel+Core+i9-12900T&id=4710
Intel Core i9-12900TE,"22,887",600,42.07,$544.00*,cpu_lookup.php?cpu=Intel+Core+i9-12900TE&id=5663
Intel Core i9-12950HX,"31,735",348,53.79,$590.00*,cpu_lookup.php?cpu=Intel+Core+i9-12950HX&id=4860
Intel Core i9-13900,"46,053",199,76.19,$604.48,cpu_lookup.php?cpu=Intel+Core+i9-13900&id=5176
Intel Core i9-13900E,"35,243",291,63.62,$554.00*,cpu_lookup.php?cpu=Intel+Core+i9-13900E&id=5587
Intel Core i9-13900F,"50,266",167,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-13900F&id=5143
Intel Core i9-13900H,"28,009",434,45.40,$617.00*,cpu_lookup.php?cpu=Intel+Core+i9-13900H&id=5210
